AC electromagnetic yoke
AC magnetisation
gas compressor
gas concentration
gas cylinder
gas detection
gas fuel
gas fuel for combustion
gas pressure
gas supply
gate valve
gear
gear capacity
gear hydraulics
gear mesh
gear pair
gear rating
gear ratio
gear rim
gear stage
gear train
gear transmission
gear wheel
gear – rotary vane
gears with __
general arrangement
general arrangement drawing
general buckling
general cargo vessel
general description
general influence factor
general instruction
general intention
general load history
general procedure
general remark
general requirement
generation and distribution system
geometrical configuration
geometrical imperfection
geometrical imperfection amplitude
geometrical relation
geometrical stress
geometrical stress concentration
geometrical stress concentration factor
geometrical unsharpness
girder
girder capacity
girder capacity model
girder criteria
girder ultimate strength
girder web
girder with cut
girders etc
global FE analysis
global FE model
global Fe
global analysis
global collapse
global effect
global finite element
global hull
global load
global model
global or partial ship
global stiffness
global strength
good engineering judgement
gough pollard criterion
grain flow
grain loading
grain size
grain stability criteria
graphical method
graphical presentation
grease or cellulose gum
great extent
green sea
green sea pressure
grey staining
grillage analysis
grillage beam analysis
grillage model
gross mass
gross weight
ground or hard metal
group of damage
guidance note
guidance on fatigue analysis
guide block
guideline
halogens content
harbour condition
hard corner
hard corner element
hard end contact
hard layer
hard metal
hardened fillet
hardened gear
hardened layer
hardened material
hardened pinion
hardened steel
hardened teeth
hardened zone
hardening depth
hardening model
hardness depth
hardness depths
hardness drop
hardness profile
hardness specification
harmonic buckling mode
hatch coaming
hatch cover
hazard
hazard identification
hazardous area
hazardous space
hazardous zone
heat treatment
heavy and loose paint
heavy pitch
heeling moment
height of crank pin
heights in tank
heightwise crowning
helical cylindrical gear
helical gear
helical gears with __
helix angle
helix angle factor
helix angle factor Y_
helix correction
helix modification
hertzian contact width
hexahedral element
hidden safety
high amplitude
high cleanliness
high crowning
high cycle
high cycle criterion
high cycle end
high cycle fatigue
high cycle fatigue criterion
high cycle fatigue strength
high cycle stress criterion
high damping
high density load
high grade
high level
high number of specimen
high operational speed
high pressure cylinder
high reliability
high speed gear
high stress
high stress concentration
high temperature surface
high tensile
high tensile brass
high unit load
higher damping
higher hardness
hold FE analysis
hold FE model
hold model within midship
hold of FE model
hold of model
hole diameter
hole with diameter
holes for weight
holes in corner
hollow forging
hollow section
hollow shaft
hopper knuckle
hopper tank
hopper tank web
horizontal force
horizontal local load
horizontal neutral axis
horizontal nodal force
horizontal reaction force
horizontal stiffness
horizontal stringer
horizontal stringers on transverse
hot spot
housing deflection
hub and pitch mechanism
hub area
hull and machinery forging
hull and machinery steel
hull form
hull form data
hull girder
hull girder adjustment
hull girder capacity
hull girder collapse
hull girder load
hull girder response
hull girder section
hull girder shear
hull girder shear force
hull girder strength
hull girder target
hull girder transverse
hull girder transverse section
hull plating
hull section
hull section length
hull ship
hull structure
hull transverse section
hungry HORSE
hydraulic oil
hydraulic system
hydrocarbon
hydrocarbon gas
hydrocarbon liquid
hydrocarbon process installation
hydrodynamic load
hydrodynamic propeller load
hydrodynamic thrust
hydrogen hazard
hydrophilic emulsifier
hydrostatic test date
hydrostatic testing
ice block
ice class
ice classis
ice draught
ice impact
ice impact load
ice interaction
ice load
ice load case
ice load spectrum
ice max
ice shock
ice shock torque
ice stress
ice stress distribution
identical power
identical power unit
identification of reference block
idle speed
idler gear
illustrated schematically in Figure
illustration of load
illustration of load history
image quality
immersion time
imperfect plate
imperfection
imperfection amplitude
imperfection magnitude
imperfection model
imperfection pattern
imperfection sensitivity
imperfection size
inaccurate gear
incident of fire
incompatible mode
incomplete penetration
increase of Kg
increment of curvature
incremental curvature
incremental moment
incremental perturbation
incremental property
incremental step
independent load
independent point location
individual cargo hold
individual element
individual foundation
individual plate and stiffener
individual structural element
individual vessel
induced failure
industrial sector
inert gas supply
inertia about local beam
infested water
infinite life
inflatable liferafts
influence of mean stress
influence of tensile residual
influence of thickness
influence of typical surface
influence of variable loading
influence on contact
information while other
initial Gm
initial mesh
initial mesh contact
initial mesh misalignment
initial stiffness
initiating event
inner bottom
input for compartment filling
inspection and maintenance plan
inspection booth
inspection of thermal spraying
inspection parameter
installation
installation design
installation of CM equipment
installation on board
instrument air
intact condition
intact stability
integral point
integrated control
integrated system
integration method
integration of damage
intended capability
intended level
intended level of performance
intended location
intended purpose
intensity testing device
intentions of SRtP
interaction effect
interaction formula
intermediate node
intermediate shaft
intermediate shaft design
intermediate stages of flooding
internal combustion engine
internal friction
internal gear
internal imperfection
internal lashing
interpolation method
interpretation of indication
intervals of heeling
inverse negative slope
irregular panel
iterative approach
iterative method
joint configuration
joints in steel
journal and pin fillet
journal diameter
journal fillet
journal fillet criterion
journal oil
journal pin
kNm
kind of stress raiser
kinematic hardening
kinematic oil viscosity
knock down effect
knuckle point
lack of fusion
lack of penetration
lapped bevel gear
large bracket
large deck opening
large deflection
large plastic
larger damper
laser peening
lashed container
lashing
lashing calculation
lashing system
lateral buckling
lateral deformation
lateral direction
lateral load
lateral rigid support
lateral sea pressure
lateral shaft
lateral stiffness
lateral support
lead letter
length between perpendicular
length of free edge
length of indication
length of member
level detection
level for infinite life
level of performance
level of safety
level with denominator
levels for imperfection
levels in accordance
lever GZ curve
lifeboat equipment
lifetime thrust on propeller
lifting force
light ship
limit and static strength
limit for transient operation
limit state
limit state formulation
limit state function
line discharge side
line interface
line load
line of contact
line of journal
line suction side
line user
linear FE analysis
linear Fe
linear Fem
linear analysis
linear approach
linear behaviour
linear curve
linear damage
linear damage rule
linear effect
linear effects
linear elastic material
linear equilibrium
linear equilibrium path
linear finite element
linear function
linear indication
linear interpolation
linear load
linear material
linear material law
linear membrane
linear plate
linear plate theory
linear post
linear response
linear spring
linear value
lines of contact
lines of journal
link to rule
liquefied gas
liquid
liquid and vapour line
liquid content
liquid level
liquid pressure
liquid separator
load
load application
load application at tooth
load at longitudinal station
load bearing
load bearing capacity
load block
load calculation point
load capacity
load case in accordance
load case under consideration
load component
load condition
load cycle
load direction
load distribution
load distribution curve
load distribution factor
load factor
load history
load in design
load in ice
load line draft
load line mark
load parameter
load parameter _
load per unit facewidth
load reduction
load reference
load release gear
load scenario
load share
load shedding
load space
load spectrum
load stage
loaded tooth
loading
loading computer
loading computer function
loading computer system
loading condition
loading history
loading manual
loading on propeller hub
loading pattern
loading scenario
loads from propeller
loads of appropriate magnitude
loads on container
loads on deck
loads on pod
local SCFs
local axis
local buckling
local buckling stiffener
local cargo load
local compression
local fatigue strength
local fillet
local fine mesh
local finite element
local flange
local hardness
local ice pressure
local increase in pressure
local indentation
local load
local mesh stiffness
local mode
local strength assessment
local stress concentration
local stress concentration factor
local tooth root stress
local web
localized material
localized plastic
localized plastic collapse
location for hull girder
location for shear force
location of longitudinal bulkhead
locations for hull
log scale
logN axis
longitudinal axial nodal force
longitudinal buckling
longitudinal bulkhead
longitudinal centre of gravity
longitudinal dimensionless acceleration
longitudinal direction
longitudinal distribution
longitudinal force
longitudinal girder
longitudinal location
longitudinal plating
longitudinal position
longitudinal station
longitudinal station xj
longitudinal stiffener
longitudinal strength
longitudinal strength after damage
longitudinal stress
longitudinal structural member
longitudinal wall
longitudinally stiffened panel
loosening of part
loss of back reflection
loss of propulsion
loss of steering
low cycle
low cycle criteria
low cycle criterion
low cycle dynamic
low cycle fatigue
low cycle fatigue criterion
low cycle slope
low level
low level alarm
low load
low number of teeth
low oil level
lower corner
lower ice waterline
lower knee
lower stool
lowermost container
lubricant factor
lubrication oil film
machined surface
machinery
machinery arrangement
machinery component
machinery installation
machinery space
macro material form
magnetic compass
magnetic field
magnetic particle testing technique
magnetising equipment
main bearing
main bearing centerline
main bearing centre
main bearing midpoint
main characteristic
main feature
main frame
main function
main journal centre line
main propulsion gear
main purpose
main steering gear
main steering gear capacity
main vertical zone
maintenance and inspection plan
major axis
major axis dimension
major excitation
major hazard
manual action
manual intervention
manual testing
manual ultrasonic testing
manufacturer data
margin line
marine
marine application
marine propulsion
marine steel casting
marine transmission
martensitic stainless steel
mass diagram
mass system
master node
material attenuation
material cleanliness
material coefficient
material curve
material fatigue strength
material grade
material input
material parameter
material property
material quality
material thickness
material yield
material yielding
materials fatigue strength
maximum GZ
maximum RESP
maximum absolute shear
maximum aft
maximum amplitude
maximum backward load
maximum coating thickness
maximum continuous power
maximum deformation
maximum draft
maximum draught
maximum filling
maximum free surface
maximum grain
maximum height
maximum ice
maximum ice load
maximum internal pressure
maximum lifetime
maximum load
maximum mass
maximum moment of inertia
maximum obtainable astern
maximum operating pressure
maximum peak stress
maximum permissible hole
maximum permissible oversize
maximum permissible stack
maximum pole space
maximum principal stress
maximum profile thickness
maximum response
maximum severity test
maximum shear force load
maximum single pitch
maximum stress
maximum tolerance
maximum tooth
maximum torsional stress
maximum torsional vibratory stress
maximum value
maximum volume
mean fatigue limit
mean fatigue strength
mean roughness
mean stress influence
mean torque
mean torsional stress
means of full size
measurable dimension
measurements on plain shaft
mechanical completion
mechanical property
mechanical strength
mechanical ventilation
medium used for calibration
member before run
membrane element
membrane stiffness
membrane strain
membrane stress
mesh
mesh arrangement
mesh contact
mesh deflection
mesh deflection _
mesh description
mesh detailed stress
mesh misalignment
mesh on transverse bulkhead
mesh point
mesh position
mesh quality criteria
mesh size
mesh stiffness
mesh stiffness c_
metacentric height
metal coat repair
metal coating
metal coating technique
metal screen
metallic coating
metallic flexible strip
metallic material
metallic sheet
method and industrial sector
method in IACS
methodology
methods for calculation
mid point
mid span
middle of stack height
midship cargo
midship cargo hold
midship cargo hold region
midship region
mineral blasting medium
minimum Gm
minimum critical buckling
minimum depth of hardening
minimum distance
minimum draught
minimum elastic compressive buckling
minimum frequency range
minimum hardening depth
minimum horizontal
minimum oversize
minimum requirement
minimum section diameter
minimum shaft diameter
minimum stress
minimum thickness
minimum yield strength
minimum yield stress
misfiring condition
mixed stowage
mixing ratio
mobile offshore unit
mode interaction
mode natural frequency
mode of column
mode of failure
model boundary
model for metallic material
model imperfection
model surface warp
model under consideration
models etc
modes of column
modes of failure
modification coefficient
modified staircase method
modulus stiffness
moment adjustment
moment adjustment in kNm
moment against limit value
moment and shear force
moment arm
moment coefficient
moment diagram
moment distribution
moment if Mh
moment if Mv
moment of area
moment of inertia
moments of inertia
moments outside midship
monitored machinery
monitoring
monitoring system
motor damping
motor room
multiplier factor at failure
multiplier factors at failure
multiradii design
multiradii transition
natural frequency
navigational equipment
near surface scan
necessary approval step
necessary hardness
necessary manual action
need for manual action
negative damping
negative inverse slope
negative load
negative post
negative sign
negative torque
negligible influence
net St
net cross
net flange
net longitudinal force
net moment of inertia
net section modulus
net sectional area
net spindle torque
net thickness
net thickness of plate
net web
net web area
net web thickness
neutral axis
neutral axis position
new appendix
new load distribution curve
nickel base alloy
nitrided fillet
nitrided steel
nitriding depth
nodal force
nodal point
nodal stress
nodal stress result
node element
node plate
node shell
nominal alternating
nominal angle
nominal beam angle
nominal charge
nominal equivalent stress
nominal probe angle
nominal rim
nominal stress
nominal surface pressure
nominal torque
nominal torsional stress
nominal ultimate capacity
normal condition
normal grade
normal incidence
normal operating condition
normal operation
normal operation condition
normal probe
normal production
normal production tolerance
normal routine
normal tolerance
notations for redundant machinery
notch factor
notch influence term
notch sensitivity coefficient
notch sensitivity factor
notched test piece
nozzle propeller
number of change
number of container layer
number of container stack
number of cycle
number of cylinder
number of failure
number of ice impact
number of load
number of load cycle
number of longitudinal station
number of passage
number of planet
number of radiograph
number of revolution
number of run
number of sample
number of specimen
number of stack
number of stress block
number of stress cycle
number of teeth
numbers of cycle
numeric stability
numerical accuracy
numerical iteration
observed contact pattern
obstacle position
obtainable astern revolution
obtainable astern torque
offline
offline system
offshore installation
offshore structure
offshore unit
oil bore
oil drilling
oil film
oil hole
oil hole criterion
oil sampling
oilbore outlet
old IEC standard
onboard
onboard Pm
onboard loading
onboard responsible acc
onerous load
open deck
open gear
open or closed position
open propeller
operating condition
operating station
operation manual
operational Test
operational manual
operational procedure
operational speed
operational test incl
operators eye
optical density
optimum angle
order perturbation
order polynomial curve
order rates
order resonance
order resonance speed
ordinary steel
ordinary torsional vibration
ordinate system
ore carrier
orientation on board
original acceptance level
original staircase method
orthogonal shear
orthotropic material
outer bottom at centreline
outer compressive
outer diameter
outer edge
outer member
outer plate edge
outlet of journal oil
outlets of crankpin oil
outlets of journal
overall behaviour
overall function
overall hull girder
overall intention
overall mode
overall modulus of elasticity
overall performance
overall safety
overall shear force
overall ship description
overall stiffness
overlap beam element
overlap ratio
overlay and clad welding
overload capacity
overpressure type with inlet
pair contact
pair of teeth
pairs of teeth
panel and curved panel
panel by panel
panel capacity
panel in ship
panels in ship
par
parabolic tetrahedron mesh
parallel wall
parameter Weibull distribution
parameter _
parent material
parent metal
part of additional load
part of servo cylinder
partial safety
partial safety factor
partial ship
partial ship FE analysis
partial ship FE model
partial ship analysis
partial ship model
particular LNG vessel
partly loaded condition
party certification scheme
passenger heeling
passenger ship
path in load
path of contact
paths in load
peak load
peak stress
peak to valley
peak to valley roughness
peak torque
peak torsional stress
peak value
penetrant material
penetrant product
penetrant residue
penetrant system
penetrant testing
penetrant testing product
penetration time
perfect plate
perfect shell
performance criteria
periodical foam control test
peripherical pressure distribution
permanent deformation
permanent sets
permissible contact
permissible for tanker
permissible grain
permissible stack weight
permissible still water
permissible stress
permissible stress range
permissible surface
permissible yield utilisation factor
perpendicular direction
perpendicular oil
perpendicular technique
personnel qualification
perturbation approach
perturbation expansion
phase angle control
philosophy and redundancy intent
philosophy document
photo chromatic
physical arrangement
physical problem
piece of equipment
pieces of equipment
pilot cylinder
pilot line
pin fillet
pin on crank disk
pinion
pinion cutter
pinion tooth
pipe diameter
piping system
piston and cross head
pitch angle
pitch circle diameter
pitch cylinder
pitch diameter
pitch error
pitch error influence
pitch line velocity
pitch mechanism
pitch plant
pitch point
pitch propeller
pitch propeller plant
pitch ratio
pitted area
plain Test
plain test specimen
planar defect
planar discontinuity
plane boundary
plane boundary restraint
plane load
plane loading
plane of contact
plane plate
plane plate panel
plane shear
plane shear load
plane shear stress
plane stiffness
plane stress
plane support
plants with respect
plastic buckle
plastic collapse
plastic flow
plastic hinge
plastic material
plastic strain
plate
plate breadth
plate buckling
plate buckling model
plate deflection
plate edge
plate element
plate flange
plate induced failure
plate limit state
plate model
plate panel
plate panel capacity calculation
plate plane
plate slenderness
plate slenderness parameter
plate surface
plate theory
plate thickness
plate web
plate width
plates with aspect
plates with cut
plates with different slenderness
plating
point constraint
point of maximum
point of single pair
point of single tooth
point of view
polar moment of inertia
population value
port side
portable tank
position correction factor
position of Image quality
position of image quality
positive post
possible adverse influence
possible casualty
possible draught
possible structure
post cleaning
potential maximum value
power balance
power generation
power piping
power supplies
power supply
power unit
power unit per actuator
practical purpose
prediction of notch sensitivity
predictive maintenance
preparation and coupling medium
prescriptive assessment
prescriptive requirement
present Pul
present chapter
present guideline
presentation of GZ curve
presentation of equilibrium position
pressure angle
pressure angle at ref
pressure coefficient
pressure concentration factor
pressure distribution correction factor
pressure gauge
pressure relief
pressure vessel
previous load distribution curve
primary gain
primary member
primary stiffener
primary supporting member
principal membrane
principal membrane stress
principal stress
principal stress for fatigue
principles for steering
probability density function
probability function
probability of detection
probability of exceedance
probability of failure
probe angle
probe design
probe movement
probe shoe
probe technique
procedure qualification
process component
process installation
process plant
procurement document
product and repair procedure
product family
product standard
production method
profile camber
profile error
profile error influence
profile thickness
program
progressive collapse
progressive curve
project reference
prolonged shaft piece
proof stress
propagation direction
propellant cartridge
propeller Blade
propeller axial
propeller blade edge
propeller blade force
propeller blade plastic
propeller blade section
propeller damping
propeller demand torque
propeller diameter
propeller face
propeller flange
propeller hub
propeller ice
propeller immersion
propeller inertia
propeller load
propeller load in ice
propeller material
propeller pitch
propeller plant
propeller radius
propeller revolution
propeller shaft
propeller shaft direction
propeller shaft line
propeller thrust
propeller tip area
propeller torque
propellers on ship
proper condition
proper operation
properties for representative Test
proportional load
proportional loading
proposal for intermediate shaft
propulsion and position thruster
propulsion machinery
propulsion plant
propulsion shaft
propulsion shaft design
protected space
protection against corrosion
protection and fire fighting
pseudo velocity
pull rod
pump room
pump unit
pure axial
pure axial compression
pure torsion
push pull rod
qualification
qualification of personnel
qualifications of personnel
quality
quality assurance system
quality classis
quality control
quality control procedure
quality criteria
quality grade
quality level
quality of radiograph
quality value
quay –
quill shaft
rack tooth
racking force
racking resilience
radial and axial scanning
radial bearing
radial bearing surface
radial boring
radial component
radial force
radial location
radial shear
radiation beam
radiation side
radiation source
radiographic film
radiographic technique
radiographic testing
radiographic testing report
radius
radius at mesh point
radius of curvature
radius of journal
ramp function
range F –
range for gamma
range of cycle
range of validity
ranges for gamma
ranges of validity
rather high number
ratings for Iso
ratio between width
ray device
ray source
ray technique
ray tube
reaction force
real Hertzian
real imperfection
real life imperfection
realistic size
recovery system
rectangular buckling panel
rectangular plate
red colour
reduction factor
reduction factor for case
reduction in minimum source
reduction measure
reduction of reflection
redundancy group
redundancy intent
redundant propulsion
redundant system
reference block
reference curve
reference cylinder
reference diameter
reference document
reference ice thickness
reference load
reference load state
reference location
reference pitch setting
reference slope
reference test gear
reference to Figure
reference to acceptance
refined mesh
reflection amplitude
refraction angle
region of interest
regular model imperfection
regular panel
regular plate
regularly stiffened plate
related dimension
relation between unit load
relative displacement
relative engine damping
relative rim thickness
relative strain
relative stress gradient
release station
relevant analysis
relevant assumption
relevant diameter
relevant factor
relevant failure mode
relevant friction torque reduction
relevant indication
relevant parameter
relevant safety factor
relevant ship type
relevant test
reliable means
relief valve
remote control
remote draught reading
remote release control
remote releasing
removal of nozzle
repair Quality
repetitive cyclic torque
repetitive nominal stress
representative material sample
representative test piece
request form
request form for loading
required structural detail
required system
required test severity
requirement
requirement for equipment
requirement for main steering
requirements for class
requirements for concentrated ice
requirements for main steering
requirements in DNVGL
requirements of DNVGL
requirements of subsection
rescue boat
residual magnetic field
residual magnetism
residual magnetization
residual stress
resonance method
resonance speed
resonance test rig
resonance tester
respect to axial compression
respect to damage stability
respect to grain stability
respect to intact stability
respect to shaft speed
respect to stability limit
respect to strength
respect to time
respect to type
respectively wheel
response torque
response torque amplitude
restoration time
results for similar crankshaft
results of Cm
results of verification
results with respect
return to port
return to port capability
return to port project
return to port voyage
return valve
revealed indication
reversed load
review of safety
righting lever
rigid link
rigid support
rim thickness
rim thickness sr
rinsing method
risk acceptance criteria
risk assessment methodology
risk for brittle fracture
rod diameter
rod element
rod force
rod length
rod need
rod or beam element
rolling criteria
rolling direction
room front bulkhead
root area
root fillet
root fillet area
root fillet radius
root radius
root relief
root section
root strength
rotary vane type
rotating mass
rotation angle
rotational edge
rotational spring
rotational stiffness
roughness and size influence
rubber coupling
rudder
rule for metallic material
rules for classification
safe approximation
safe area
safe port
safe side
safe simplification
safe working load
safe zone
safety against fatigue
safety against slippage
safety and watertight integrity
safety equipment
safety factor
safety format
safety margin
safety of personnel
safety relief valve
sample mean
saving appliance
scale parameter
scale wake
scan of heat
scanning area
scanning pattern
scanning rate
scanning surface
scanning technique
scanning zone
scans of heat
scantlings assessment
schematic diagram
schematic illustration
scope of approval
screening exercise
screening factor
screening result
scuffing safety
scuffing temperature
sea pressure
sea trial
sea water
seagoing condition
search unit
second calculation
second layer thickness
section at relative radius
section diameter of bolt
section in question
section modulus
section neutral axis
section of web
section valve
sectional area
sectional area of fore
sectional modulus
sectional moment of inertia
sectional property
securing arrangement
securing device
select frequency
selection of safety
selective strength
sensitivity level
sensitivity study
separate calibration standard
separate document
separate power actuating system
separate power piping
sequence of ice impact
sequential opening
service supplier
serviceable condition
servo cylinder
servo cylinder in propeller
servo piston
servo pressure
set of manual action
shaft
shaft alignment
shaft alignment analysis
shaft arrangement
shaft centre
shaft core area
shaft design
shaft design against fatigue
shaft diameter
shaft line
shaft line earthing
shaft line for ice
shaft material
shaft piece
shaft rotational speed
shaft section
shaft speed
shaft stiffness
shafting system
shafts in marine
shafts in plant
shafts in way
shape parameter
shear
shear and lateral pressure
shear area
shear centre
shear centre of cross
shear deformation
shear element
shear flow
shear force
shear force adjustment
shear force correction
shear force distribution
shear force load
shear load
shear pin
shear stiffness
shear stress
shear wave
shear wave angle probe
shear wave probe
sheer strake
shell buckling problem
shell element
shell element mesh
shell structure
shell thickness
shift into tensile
ship
ship analysis
ship data
ship design
ship drill
ship hull
ship hull plating
ship in question
ship installation
ship length
ship side
ship speed
ship structural analysis
ship structure
ship type
ship type with acceptance
ships life
ships type
ships with large deck
ships without cargo
shock grade
shock load
shock response spectrum
shock testing
shock testing equipment
shock testing machine
shoring force
shoring point
short beam
short beam correction
shortening curve
shot peening
shrinkage pressure
side frame
side in tension
side main bearing
side opposite
sideways buckling
sign convention
signal amplitude
signal display
significant inertia
significant lateral shaft
significant major hazard
significant software alteration
signs of damage
silica sand
similar base material
similar container
similar crankshaft
similar detail
similar spectrum
similar to Figure
simple example
simple geometry
simplified approach
simplified diameter
simplified geometry
simply supported plate
simulation calculation
simulation mode
simulation model
simultaneous acting load
simultaneous availability
simultaneous twisting
single container weight
single crystal
single crystal probe
single failure
single mesh
single or double image
single pair contact
single pitch deviation
single probe
single sided weld
single skin
single tooth
single wall penetration
singularities in membrane
singularity truss
site Test
size crank Test
size crankshaft
size in fillet depth
size influence term
size of imperfection
size of indication
size testing
skew coefficient
skew line
skewed propeller
slab forging
slack tank
sleeve type
slender plate
slender structure
slenderness parameter
slenderness range
slenderness requirement
sloshing in slack tank
slow speed gear
small element size
smaller element size
sniped stiffener
soft member
soft steel gear
softer wheel
software
software design
software manufacturer
solid disc
solid element
soluble polyglycols
solution algorithm
solver in use
sound beam
sound beam axis
sound path
sound velocity
source of radiation
spacing mesh
special agreement
special approval
special consideration
special procedure
special purpose ship
specific application
specific check point
specific definition
specific procedure
specific route
specific ship
specific ship type
specific structure
specific vessel
speed characteristic
speed drop
speed gear
speed range
speed ratio
speed signal
spherical part
spherical shell
spherical shell segment
spindle axis
spindle torque
spiral bevel gear
spray lubrication
spray material
spraying
spring element
spring stiffness
sprinkler head
sprinkler system
spur gear
square distribution
square error
square groove
square method
stability
stability booklet
stability calculation
stability criteria
stability documentation
stability for untrimmed end
stability limit curve
stability regulation
stack
stack height
stack on deck
stack weight
stacks on deck
stacks with cell
stacks with external lashing
stacks with internal lashing
stacks with twistlocks
stacks with vertical lashing
stainless steel
staircase Test
staircase method
standard Test
standard deviation
standard structural detail
standard value
starboard side
static and dynamic load
static case
static load
static loading pattern
static sea pressure
static stiffness
static strength
static strength criteria
statistical evaluation method
steady state
steady state level
steady state vibration
steel combination
steel forging
steel heat treatment
steel lashing rod
steel of approved grade
steel plate
steel substrates
steering
steering capability
steering gear
steering gear arrangement
step calibration block
stepwise procedure
stern tube
stiffener
stiffener axis
stiffener buckling
stiffener buckling assessment
stiffener cross
stiffener element
stiffener flange
stiffener induced failure
stiffener spacing mesh
stiffener type
stiffener web
stiffener with attached plate
stiffness change
stiffness data
stiffness drop
stiffness per unit facewidth
still water shear force
stillwater shear force
stool and bottom part
stool part
stool tank
storage and loading unit
storage container
storage tank
stowage extreme transverse
straight beam
straight beam probe
straight beam transducer
straight line
strain amplitude
strain curve
strain gauge
strain gauge chain
strain gauge measurement
strength amplitude
strength analysis
strength assessment
strength calculation
strength criteria
strength deck
strength evaluation
strength evaluation of container
strength in area
strength of material
strength rating
strengthening of propulsion machinery
stress
stress acceptance criteria
stress amplitude
stress averaging
stress block
stress calculation
stress component
stress concentration
stress concentration factor
stress concentration formula
stress correction
stress correction factor
stress cycle
stress distribution
stress distribution histogram
stress for continuous operation
stress for plate buckling
stress gradient
stress gradient influence
stress in crankpin fillet
stress in journal fillet
stress in minimum section
stress in transient condition
stress influence factor
stress multiplier factor
stress per unit facewidth
stress ratio
stress redistribution
stress riser
stress spectrum
stringent requirement
stringer on transverse
strips type
stroke cycle
stroke cycle engine
stroke peening
strong axis
structural FE model
structural arrangement
structural collapse
structural configuration
structural detail
structural discontinuity
structural element
structural member
structural problem
structural weight
structure on deck
structures of fixed container
strut load
subject to load
subject to special consideration
submersion of shaft
subsection
subsequent calculation
subsurface crack
subsurface defect
subsurface fatigue
subsurface transition
successful vessel approval
successive shock
suction side
suitable elastic coupling
suitable equipment
sulphur content
sun pinion
suppliers specification
supply for proper operation
supporting structural member
surface condition
surface condition factor
surface condition influence
surface condition influence term
surface durability
surface effect as correction
surface element
surface fatigue
surface fatigue strength
surface finish
surface hardened steel
surface hardening
surface hardness
surface hardness range
surface imperfection
surface preparation
surface pressure from guide
surface quality grade
surface roughness
surface roughness in flange
surface temperature
surface treatment
surface warp
surfaces of metallic part
surfaces roughness
surfaces with machining
surveillance and simulation mode
surveillance mode
surveillance mode if failure
survey arrangement
survey arrangement machinery
survival probability
synthetic mineral blasting medium
system
system assessment
system capability
system commissioning
system concept
system design philosophy
system documentation
system functionality
system layout
system manufacturer
system of prime mover
system xx
table for statistical evaluation
tables of maximum
tan _n
tangent stiffness
tangential component
tangential field strength
tangential force
tank end
tank for liquefied gas
tank level
tank top plating
tank web
tapering part
target hull girder
target hull girder shear
target location
target location for hull
target shear force
target value
task help
technical background
technical discipline
technical supply condition
technique described in Figure
technique in accordance
technique of curved object
technique single image
techniques in accordance
temperature in excess
temperatures in excess
temporary hump
temporary occasional peak
tensile residual
tensile strength
tensile strength of material
tensile stress
tension fillet
tension force
tension stiffness
tension stress
tensioned side
tensioning of lashing
term for high cycle
term for low cycle
test
test agency
test arrangement
test at full load
test calculation
test damage case
test laboratory
test load
test of alarm functionality
test panel type
test piece
test rig
test sample
test severity
test specimen
test strategy
test vessel
tested object
testing
testing apparatus
testing arrangement
testing equipment
testing load
testing machine
testing method
testing of TMCP material
testing of casting
testing of equipment
testing of forging
testing of fusion
testing of rolled steel
testing of steel
testing of weld
testing of weld connection
testing volume
tetrahedral element
text book
thermal expansion
thickness
thickness at considered section
thickness etc
thickness measurement
thickness of flat bar
thickness of propeller
thickness on fatigue strength
thin plate
thin rim
third layer thickness
thorough examination
throw between main bearing
thrust bearing
thrust coefficient
thruster
tier
tier bottom
tier top
tilt moment
tilting line
timber loading data
time base with Twin
time domain
time lag
tip area
tip diameter
tip radius
tip region
tip relief
tolerance band
tolerance limit
tolerances of container
tonnes DW
tool module
tool ref
tooth
tooth breakage
tooth flank
tooth flank curvature
tooth force
tooth form
tooth in normal section
tooth loading
tooth profile
tooth root chord
tooth root fillet
tooth root strength
tooth stiffness
tooth strength
tooth thickness modification
tooth tilt
tooth tip
top land thickness
torque
torque characteristic
torque classis
torque induced force
torque range
torque response
torque reversal
torque reversal criterion
torque transmission
torsion
torsion fatigue
torsion fatigue strength
torsional buckling
torsional buckling stress
torsional fatigue
torsional fatigue strength
torsional load
torsional moment
torsional moment distribution
torsional moment of inertia
torsional shaft stiffness
torsional stiffener
torsional stiffness
torsional stiffness of box
torsional stress
torsional testing
torsional vibration
torsional vibration analysis
torsional vibration calculation
torsional vibration measurement
torsional vibration stress
torsional vibrations between pinion
torsional vibrations stress
torsional vibratory stress
total active flank
total contact ratio
total geometrical stress
total hull girder
total hull girder section
total number column
total number of column
total number of ice
total number of load
total profile form deviation
total transverse load
traditional classification rule
train bearing
transfer correction
transient condition
transient criterion
transient operation
transient torsional stress
transient vibration criterion
transition between shell element
transition between weld
transition point
transition zone
transmission of load
transmission of ultrasound
transmission pulse strength
transversal load distribution
transversal plane
transverse
transverse acceleration factor
transverse bulkhead
transverse bulkhead location
transverse bulkhead position
transverse bulkhead structure
transverse component
transverse compression
transverse contact ratio
transverse deflection
transverse dimensionless acceleration
transverse direction
transverse force
transverse frame
transverse frame position
transverse girder
transverse imperfection
transverse load
transverse position of shear
transverse pressure
transverse pressure angle
transverse racking force
transverse section
transverse stress
transverse web
transverse web frame
trend curve
trim correction
trim limit
trim range
truss element
tube voltage
tunnel thruster
twin crystal
twin crystal probe
twin rudder installation
twist characteristic
twist function
twist locks
type approval
